codprocesoÏÏcodtablaÏÏfichcsvÏÏborradoprevioÏÏnoexistentes
Procesos especialesÏÏdat_procesosespÏÏ/home/jrodriguez/oficial/sistema/datos/csv/conta_factura_plus/dat_procesosesp.csvÏÏfalseÏÏfalseÏÏÖ
