codesquemaÏÏcodficheroÏÏcodtablaÏÏidfuncion
ArticulosÏÏArticulosÏÏarticulosÏÏÏÏÖ
Precios de articulos por proveedorÏÏArticulosÏÏarticulosprovÏÏÏÏÖ
FamiliasÏÏFamiliasÏÏfamiliasÏÏÏÏÖ
StocksÏÏArticulosÏÏstocksÏÏÏÏÖ
Formas de pagoÏÏFormas de pagoÏÏformaspagoÏÏÏÏÖ
AgentesÏÏAgentesÏÏagentesÏÏÏÏÖ
Subcuentas desde clientesÏÏClientesÏÏco_subcuentasÏÏ0003ÏÏÖ
ClientesÏÏClientesÏÏclientesÏÏÏÏÖ
Direcciones de clientesÏÏClientesÏÏdirclientesÏÏÏÏÖ
Cuentas bancarias de clientesÏÏClientesÏÏcuentasbcocliÏÏÏÏÖ
ProveedoresÏÏProveedoresÏÏproveedoresÏÏÏÏÖ
Subcuentas desde proveedoresÏÏProveedoresÏÏco_subcuentasÏÏÏÏÖ
Direcciones de proveedoresÏÏProveedoresÏÏdirproveedoresÏÏÏÏÖ
Cuentas bancarias de proveedoresÏÏProveedoresÏÏcuentasbcoproÏÏÏÏÖ
Facturas de clientesÏÏFacturas de clienteÏÏfacturascliÏÏÏÏÖ
Albaranes de clientesÏÏAlbaranes de clientesÏÏalbaranescliÏÏ0028ÏÏÖ
Lineas de albaranes de clientesÏÏLineas de albaranes y facturasÏÏlineasalbaranescliÏÏÏÏÖ
Lineas de facturas de clientesÏÏLineas de albaranes y facturasÏÏlineasfacturascliÏÏÏÏÖ
